LINK	STREET	ANODE	BNODE	LENGTH	type	lanes_ab	speed_ab	cap_ab	lanes_ba	speed_ba	cap_ba	use
451095	Карьерная улица	4804	8078	50.7137527136	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451096	Карьерная улица	8078	8089	1213.29082331	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451097	Карьерная улица	8089	89426	533.711665465	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451098		15970	15973	89.6006685635	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
451099		15973	15975	29.8635257348	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
451100		15973	15981	111.534778526	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
451101		15984	15993	33.1547281612	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
451102		15993	15996	32.9990317913	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
451103		15993	16005	196.539439211	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
451104		16006	16014	197.504021905	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
451105		16005	16006	13.2339066256	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451106		142755	143615	2.65691736332	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451107		143615	142757	2.98990174241	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451108		142757	143604	58.3480706054	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451109		143604	142759	46.016058606	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451110		142759	143601	2.98867870473	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451111		143601	142743	6.01413876565	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451112		142760	142743	66.4915428647	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451113		143612	142769	26.7902271095	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451114		142720	142769	19.2092251635	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451115		142774	142777	3.23521087716	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451116		142777	142775	9.44779099857	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451117		142795	142796	11.6558882674	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451118		142796	142814	2.30107078622	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451119		142814	142811	5.59085795019	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451120		142811	142797	4.09185550289	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451121		142798	142799	9.88739797724	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451122		142797	142798	13.4384635563	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451123		142800	142801	13.0350199358	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451124		142801	142806	111.852793033	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451125		142806	142807	13.9636558049	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451126		142810	142818	26.7583287177	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451127		142818	142811	18.5573574949	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451128		142811	142821	15.9656237732	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451129		142821	142812	23.9216081613	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451130		89159	3180	28.7916281337	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451131		89170	89161	196.356197787	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451132		142816	142817	2.50659513463	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451133		142817	142818	5.34648320315	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451134		142819	142820	2.41304677051	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451135		142820	142821	5.46154690587	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451136		142822	142823	72.5399624268	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451137	Брестский переулок	9700	60575	245.131712537	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451138	Брестский переулок	60575	55539	5.2403647481	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451139		8089	104612	510.574013923	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451140		74645	74644	2.21461958777	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451141		9693	9694	22.9931052392	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451142		74596	74590	11.8512617534	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451143		9694	9696	81.1175591105	OTHER	1	37.2902423866	500	0	37.2902423866	500	ANY
451144		38064	74619	4.74518631958	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451145		74619	60534	7.09067779738	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451146		74666	74668	31.4637896597	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451147		60520	62212	31.4865651447	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451148		9700	74615	180.785116728	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451149		74594	33933	11.9334323943	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451150		33933	74592	81.6201218142	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451151		74592	74587	5.38932999933	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451152		74644	60557	5.17840475565	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451153		60557	60550	31.5687340141	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451154		74587	33939	262.79878382	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451155		74592	74593	17.0712313385	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451156	Катерная улица	5068	5070	57.6802368317	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451157	Катерная улица	5070	5079	288.784971487	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451158	Катерная улица	5079	116703	23.2326594701	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451159	Катерная улица	116703	5081	226.876270979	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451160		88565	88566	7.86850594112	MAJOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451161		24057	33912	34.2650884452	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451162		23621	33913	25.3388357259	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451163		19113	19114	34.614012878	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451164		19112	19124	82.6804999896	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451165		13885	70371	37.0814921475	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451166		5267	70371	81.7072426198	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451167	Некрасовская улица	24795	98626	83.2396379648	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
451168	Некрасовская улица	98626	86080	336.387295782	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
451169	Некрасовская улица	86080	107621	47.8221873022	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
451170	Некрасовская улица	107621	8146	119.122998593	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
451171	Некрасовская улица	8146	1486	36.8520498481	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
451172		107617	122167	159.366917241	RAMP	1	37.2902423866	500	0	0.0	0	ANY
451173	улица Гоголя	122167	122170	25.4717732348	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
451174		9042	56764	130.519073293	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451175		56764	100511	186.002507493	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451176		100511	100510	25.4047973932	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451177	Набережная улица	912	120989	344.653523512	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
451178	Набережная улица	120989	6155	108.075711275	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
451179	Набережная улица	6155	50795	180.529376758	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
451180	Набережная улица	50795	3417	85.8284985482	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
451181	Стрелочная улица	885	86123	546.346198525	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451182	Стрелочная улица	86123	4855	128.602307308	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451183	Стрелочная улица	4855	4857	111.531075735	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451184	Стрелочная улица	4857	755	19.2128836504	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451185		94295	94294	42.9515492459	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451186		94297	94295	32.6277779766	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451187		94298	94297	10.3975858032	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451188		94296	94297	10.6201215944	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451189		94294	18808	104.414785568	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451190	кольцо 3-ей Рабочей	121024	18769	28.0708202596	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451191	кольцо 3-ей Рабочей	18769	1515	30.2467546241	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451192	кольцо 3-ей Рабочей	1515	1508	34.8515940173	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451193	кольцо 3-ей Рабочей	1508	18766	66.9632857376	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451194	кольцо 3-ей Рабочей	18766	1512	21.2717092062	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451195	улица Аллилуева	86146	121025	68.2058211807	MINOR	1	37.2902423866	500	0	37.2902423866	500	ANY
451196		50782	6155	221.271000865	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451197	улица Калинина	869	134434	139.791848671	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451198	улица Калинина	134434	135267	21.4961076952	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451199	улица Калинина	135267	868	6.9313014161	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451200		152516	152349	2103.10696699	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451201		152349	152341	184.002319963	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451202		152341	152332	190.498525327	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451203		152332	152312	436.418955155	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451204		152694	152697	8.12975710299	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451205		152697	152712	49.0400122335	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451206		152712	152716	25.392209641	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451207		152716	103323	134.959505154	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451208		152550	152516	669.718425477	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451209		152516	152475	1365.10875226	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451210		152717	152713	50.117770783	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451211		152309	152327	715.119256965	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451212		103321	152717	95.0045836504	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451213		152717	152694	117.061066862	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451214		152694	152595	785.955303314	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451215		152595	152591	105.171802399	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451216	Охотский переулок	6905	6907	80.2491107618	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451217	Охотский переулок	6907	8182	57.1413647359	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451218		84756	84757	59.6050820677	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451219	Днепропетровская улица	7243	6439	122.604256093	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451220	Днепропетровская улица	6439	6437	60.1986988752	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451221	Днепропетровская улица	6437	46565	357.416011021	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451222		37287	88439	46.5989105155	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451223		88439	88440	67.648090475	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451224		88440	37266	33.9466987601	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451225		8159	150064	15.3877786933	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451226		150064	37270	195.631559444	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451227		37270	37319	106.101575529	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451228		37319	37267	65.2186057175	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451229		37323	100676	16.0636123534	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451230		100676	88445	95.8336147501	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451231		88445	150098	39.1403779583	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451232		150098	88444	75.8021315957	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451233		88444	37270	16.0661479217	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451234		109263	80604	144.36452867	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451235		80604	80606	7.22889333325	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451236	Федеративная улица	93786	71376	142.730514127	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451237		63648	91344	57.3388509259	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451238		91344	63651	17.1092116532	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451239		63843	63648	20.0869454921	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451240		33998	33906	12.5544773764	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451241		139986	139929	93.8381493491	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451242		139929	60450	23.6772100446	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451243		60450	60448	5.33973859317	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451244		60448	60444	13.0732609565	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451245		60444	60443	5.17069510513	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451246		60443	60359	7.59828453953	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451247		63847	63776	321.454962439	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451248	проспект Красного Знамени	89806	90247	14.8415552984	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451249	проспект Красного Знамени	90247	9262	506.117215172	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451250	проспект Красного Знамени	9262	66678	95.0860566625	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451251	проспект Красного Знамени	66678	16705	10.5848840201	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451252	проспект Красного Знамени	16705	16707	112.187287803	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451253	проспект Красного Знамени	16707	1161	23.4216923061	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451254	проспект Красного Знамени	1160	16748	21.741545273	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451255	проспект Красного Знамени	16748	16704	111.582247594	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451256	проспект Красного Знамени	16704	86165	100.788632211	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451257	проспект Красного Знамени	86165	134797	36.700396364	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451258	проспект Красного Знамени	134797	134795	66.0257262401	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451259	проспект Красного Знамени	134795	134774	102.638747888	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451260	проспект Красного Знамени	134774	135278	3.83796312694	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451261	проспект Красного Знамени	135278	86168	76.2304533813	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451262	проспект Красного Знамени	86168	134743	108.67512224	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451263	проспект Красного Знамени	134743	134742	26.6871609791	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451264	проспект Красного Знамени	134742	134833	49.7314411849	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451265	проспект Красного Знамени	134833	90253	41.8157456733	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451266	проспект Красного Знамени	90253	86170	13.4671428916	MINOR	1	37.2902423866	500	0	0.0	0	ANY
451267	Снеговая улица	118115	46248	139.019716504	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451268	Снеговая улица	46248	759	37.7172268438	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451269	Снеговая улица	759	118012	84.6256933516	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451270	Снеговая улица	118012	46157	8.55459532288	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451271	Снеговая улица	46157	118009	48.9910237392	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451272	Снеговая улица	118009	756	100.169058305	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451273	Снеговая улица	118116	118115	37.9258411279	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451274		118108	118107	11.8541589815	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451275		118112	118108	2.96634778231	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451276		118115	118112	16.46017524	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451277		118072	118055	119.33501867	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451278		118107	118079	130.324350608	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451279	Железнодорожный переулок	9908	136480	129.899408935	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451280	Западная улица	3602	3604	97.2171561997	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451281	Западная улица	3604	3605	50.4823922982	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451282	Западная улица	3605	3606	51.5268383923	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451283	Западная улица	3606	49149	18.2880363011	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451284		31455	8004	95.6870936699	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451285		63355	63382	137.975384633	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451286		63382	63279	124.395756249	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451287		63282	63283	6.33576550496	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451288		63293	63292	3.86250888938	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451289		63292	63289	13.1084262781	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451290		5095	63396	26.0769329173	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451291		63396	63282	10.1081651946	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451292		63282	65118	19.5380925018	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451293		65118	63279	7.51455591029	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451294		63299	63293	23.0358094661	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451295		63293	5095	18.8785741542	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451296		10702	4557	16.9129871428	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451297		8850	6784	56.4069407086	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451298	улица Крылова	1639	3042	169.948684827	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451299	улица Крылова	3042	142339	27.7068915926	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451300	улица Крылова	142339	7063	9.33178916566	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451301	улица Крылова	7063	7066	112.19008575	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451302	Русская улица	96467	107871	51.9541195681	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
451303		13548	13550	35.4715158429	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451304		13540	13546	96.3602826466	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451305	Сахалинская улица	86462	8595	56.4630983884	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451306	Сахалинская улица	8595	142669	7.91594394854	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451307	Сахалинская улица	142669	142626	63.2731939428	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451308	Сахалинская улица	142626	95892	70.4051028545	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451309	Сахалинская улица	95892	142570	69.2898348208	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451310	Сахалинская улица	142570	142430	19.2278784428	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451311	Сахалинская улица	142430	142431	16.0065837357	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451312	Сахалинская улица	142431	136082	12.894950679	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451313	Сахалинская улица	136082	829	44.9834723231	MINOR	1	37.2902423866	500	1	37.2902423866	500	ANY
451314		140762	140773	80.6506612708	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451315		140773	140763	5.80196941052	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451316		17826	108144	7.93204614881	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451317		108144	17827	10.9948897004	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451318		17827	3907	35.6635686702	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451319		21381	102768	569.01827964	OTHER	1	37.2902423866	500	0	37.2902423866	500	ANY
451320		102768	14084	1590.38101052	OTHER	1	37.2902423866	500	0	37.2902423866	500	ANY
451321		140764	140772	78.8792038771	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451322		140772	140765	5.87706772107	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451323		91498	91479	262.826799265	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451324		91479	91474	96.3626870868	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
451325		140757	140769	20.4192944095	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451326		140769	140768	6.9853171092	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451327	3-й ключ	91482	91479	34.3346524889	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451328	3-й ключ	91479	91473	171.945351374	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451329	улица Грибоедова	8271	8277	101.457473608	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451330		2640	60370	7.59837324658	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451331		60370	8278	46.5739689927	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451332		8278	8278	312.160407961	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451333		840	57585	9.99081401809	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451334		57585	57586	3.44858963797	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451335		57586	33348	31.3635989466	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451336		33348	3012	85.4819106663	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451337		69303	69302	43.5990318161	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451338		69302	69287	150.253746581	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451339		978	50127	106.74897332	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451340		50127	975	408.830400368	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451341		90834	90833	13.0454182682	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451342		90833	90820	92.1377114942	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451343		90820	90807	17.8876071064	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451344		90807	90791	29.9118890244	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451345		90835	90834	7.9481028317	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451346		90849	90839	16.0159257043	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451347		90832	90830	11.40468987	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451348		90761	90743	7.5702830884	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451349		90791	90793	2.29922814025	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451350		59803	59802	4.88151324146	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451351		90755	17489	20.533089786	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451352		90833	90838	14.8042298447	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451353		90779	90788	3.71268096762	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451354		90861	90839	61.5990880069	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451355		90839	90832	42.0898353332	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451356		90788	90789	1.10314141762	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451357		90789	90791	5.93309266314	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451358		90835	90832	6.34433113263	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451359		90835	140356	30.5843521211	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451360		140356	90868	23.0759965645	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451361		90743	90740	17.8135892842	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451362		90803	90811	6.50446293147	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451363		90811	90820	6.1202983493	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451364		90820	90823	6.5266602762	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451365		90792	90802	5.4075701903	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451366		90802	90807	6.68866573515	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451367		90807	90824	19.5046482076	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
451368		90778	90775	11.4436387917	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451369		90775	90755	53.1303552327	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451370		90755	90740	32.8218625059	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
451371		90789	90778	54.293517354	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
